product_name,product_description,product_rating,product_price,regular_price,product_url
Avène Hyaluron Activ B5,"zapas kremu odbudowującego do twarzy, 50 ml",,134.99,134.99,/avene-zapas-kremu-odbudowujacego-do-twarzy-50-ml-000000000000459284.html
Avène Physiolift,"balsam wygładzająco-regenerujący na noc, 30 ml",(3),149.99,149.99,/avene-balsam-wygladzajaco-regenerujacy-na-noc-30-ml-000000000000371778.html
Christian Laurent Pour La Beaute 24K,"infuzyjny krem przeciwzmarszczkowy do twarzy odbudowujący gęstość skóry 55+, 50 ml",,59.99,59.99,/christian-laurent-infuzyjny-krem-przeciwzmarszczkowy-do-twarzy-odbudowujacy-gestosc-skory-55-50-ml-51792681.html
L'arisse 5D,"krem do twarzy 65+, 50 ml",(3),21.99,21.99,/larisse-krem-do-twarzy-65-50-ml-000000000000236810.html
Biovene Hyaluronic,"nawilżający krem do twarzy na dzień, 50 ml",,34.99,34.99,/biovene-nawilzajacy-krem-do-twarzy-na-dzien-50-ml-000000000000437786.html
Soraya Beauty Alfabet,"krem i serum 2w1 do twarzy, 30 ml",(1),18.49,18.49,/soraya-krem-i-serum-2w1-do-twarzy-30-ml-000000000000427245.html
Soraya Lavender,"krem do twarzy 60+ na dzien i noc, 50 ml",(3),18.49,18.49,/soraya-krem-do-twarzy-60-na-dzien-i-noc-50-ml-000000000000421958.html
Fake Bake Tinted - Body Glow,"balsam rozświetlająco-nawilżający do ciała i twarzy, 60 ml",,78.0,78.0,/fake-bake-balsam-rozswietlajaco-nawilzajacy-do-ciala-i-twarzy-60-ml-58212368.html
Benia III Atobenia,"kojący krem do ciała i twarzy, 150 ml",(9),150.0,180.0,/benia-iii-kojacy-krem-do-ciala-i-twarzy-150-ml-43903712.html
Dr Irena Eris Clinic Way,"dremokrem wypełniający zmarszczki do twarzy i pod oczy na dzień 70+, 50 ml",(1),164.99,164.99,/dr-irena-eris-dremokrem-wypelniajacy-zmarszczki-do-twarzy-i-pod-oczy-na-dzien-70-50-ml-000000000000367678.html
Clarena Sensi Peptide Line,"peptydowy krem łagodzący do twarzy, 50 ml",,129.0,142.0,/clarena-peptydowy-krem-lagodzacy-do-twarzy-50-ml-55266339.html
Sensilis Eternalist,"krem do twarzy na noc, 50 ml",,199.99,199.99,/sensilis-krem-do-twarzy-na-noc-50-ml-000000000000447539.html
Familijny Soft,"oliwkowy krem do twarzy i ciała, 300 ml",(1),14.99,14.99,/familijny-oliwkowy-krem-do-twarzy-i-ciala-300-ml-000000000000439721.html
Eveline Cosmetics Retinol&Niacynamid,"modelujący krem do twarzy 60+ na noc, 50 ml",,37.99,37.99,/eveline-cosmetics-modelujacy-krem-do-twarzy-60-na-noc-50-ml-000000000000429710.html
Alkmie Re-new Moon,"krem rewitalizujący z kompleksem kwasów do twarzy, 50 ml",(1),110.99,158.99,/alkmie-krem-rewitalizujacy-z-kompleksem-kwasow-do-twarzy-50-ml-000000000000435518.html
Ava Prorenew,"krem odbudowujący do twarzy na dzień i noc, 50 ml",(2),44.99,44.99,/ava-krem-odbudowujacy-do-twarzy-na-dzien-i-noc-50-ml-000000000000357688.html
Dr.Organic Bioactive Skincare Snail Gel,"żel ze śluzu ślimaka, 50 ml",(2),107.99,134.99,/dr.organic-zel-ze-sluzu-slimaka-50-ml-000000000000370428.html
Polny Warkocz,"zestaw: odżywczy krem kojący do twarzy z tarczycą bajkalską i polnym makiem, 50 ml + esencja-tonik do cery normalnej i wr...",,56.05,59.0,/polny-warkocz-zestaw-odzywczy-krem-kojacy-do-twarzy-z-tarczyca-bajkalska-i-polnym-makiem-50-ml-esencja-tonik-do-cery-normalnej-i-wrazliwej-100-ml-45662886.html
Kiko Milano Hydra Pro Matte,"nawilżająco-matujący fluid do twarzy z kwasem hialuronowym, 50 ml",,115.0,115.0,/kiko-milano-nawilzajaco-matujacy-fluid-do-twarzy-z-kwasem-hialuronowym-50-ml-44157102.html
Dr.Organic Bioactive Skincare Snail Gel,"krem do twarzy ze śluzu ślimaka, 50 ml",,107.99,134.99,/dr.organic-krem-do-twarzy-ze-sluzu-slimaka-50-ml-000000000000370427.html
AA Vita C Lift,"ujędrniający krem do twarzy na noc, 50 ml",(1),25.99,25.99,/aa-ujedrniajacy-krem-do-twarzy-na-noc-50-ml-000000000000409758.html
Yadah Cactus,"łagodzący żel do twarzy, ciała i włosów, 105 g",,43.9,43.9,/yadah-lagodzacy-zel-do-twarzy-ciala-i-wlosow-105-g-48013599.html
Dermika Imag Diamond,"krem do twarzy 50+, 50 ml",,94.99,94.99,/dermika-krem-do-twarzy-50-50-ml-000000000000429461.html
Mesoboost THA Forte Hyaluron Acid + Niacynamide + Caffeine,"krem do twarzy, 50 ml",,119.99,119.99,/mesoboost-krem-do-twarzy-50-ml-000000000000438117.html
Clarena Hyaluron 3D Line,"nawilżający krem do twarzy z 3 rodzajami kwasu hialuronowego, 50 ml",,142.0,142.0,/clarena-nawilzajacy-krem-do-twarzy-z-3-rodzajami-kwasu-hialuronowego-50-ml-46057839.html
Ducray Dexyane,"krem kojąco-regenerujący do twarzy, 100 ml",(3),83.99,83.99,/ducray-krem-kojaco-regenerujacy-do-twarzy-100-ml-000000000000406371.html
Iwoline,"regenerujący krem przeciwzmarszczkowy do twarzy, 50 ml",(1),32.0,32.0,/iwoline-regenerujacy-krem-przeciwzmarszczkowy-do-twarzy-50-ml-45662949.html
Revuele Niacinamide,"krem-żel do twarzy, 50 ml",,28.99,28.99,/revuele-krem-zel-do-twarzy-50-ml-000000000000428925.html
Revuele Retinol,"krem do twarzy na noc, 40 ml",,26.99,26.99,/revuele-krem-do-twarzy-na-noc-40-ml-000000000000428927.html
SPA Nałęczów Srebrna Perła,"krem do twarzy z drobinkami srebra, 60 g",,59.9,59.9,/spa-naleczow-krem-do-twarzy-z-drobinkami-srebra-60-g-45395242.html
Make Me Bio Pro-Age,"wygładzający krem do twarzy, 60 ml",,71.99,103.99,/make-me-bio-wygladzajacy-krem-do-twarzy-60-ml-000000000000410165.html
Pyunkang Yul ATO,"krem kojący do twarzy, 120 ml",,89.9,89.9,/pyunkang-yul-krem-kojacy-do-twarzy-120-ml-57582656.html
Jowaé,"krem do twarzy wygładzający zmarszczki, 40 ml",,89.59,111.99,/jowae-krem-do-twarzy-wygladzajacy-zmarszczki-40ml-000000000000322411.html
VT Cosmetics Pro Cica Centella Asiatica Tiger,"kojący krem do twarzy o bogatej konsystencji, 50 g",,147.24,147.24,/vt-cosmetics-kojacy-krem-do-twarzy-o-bogatej-konsystencji-50-g-54532392.html
KOI Cosmetics,"krem do cery wrażliwej, 30 ml",,99.0,99.0,/koi-cosmetics-krem-do-cery-wrazliwej-30-ml-55205342.html
Iossi Pro,"krem do twarzy, 50 ml",(1),126.99,158.99,/iossi-krem-do-twarzy-50-ml-000000000000418632.html
Mincer Pharma Contour Architect N1603,"krem rekonstruktor do twarzy na noc, 50 ml",(5),62.99,62.99,/mincer-pharma-krem-rekonstruktor-do-twarzy-na-noc-50-ml-000000000000310275.html
Fitomed,"krem ultranawilżający anti-age do cery mieszanej Lukrecja Gładka, 30 g",,64.99,64.99,/fitomed-krem-ultranawilzajacy-anti-age-do-cery-mieszanej-lukrecja-gladka-30-g-51792465.html
Jowaé,"nawilżająco-energetyzujący żel do twarzy, 40 ml",(1),67.99,84.99,/jowae-nawilzajaco-energetyzujacy-zel-do-twarzy-40-ml-000000000000360605.html
Ava Orient Time,"krem napinająco-przeciwzmarszczkowy do twarzy na dzień, 50 ml",,32.99,32.99,/ava-krem-do-twarzy-na-dzien-50ml-000000000000312362.html
Herbal Care Konopie,"przeciwzmarszczkowy krem z konopią do twarzy, 50 ml",,24.49,24.49,/herbal-care-przeciwzmarszczkowy-krem-z-konopia-do-twarzy-50-ml-000000000000421908.html
Emolium Pure,"krem do twarzy, 75 ml",(3),35.99,44.99,/emolium-krem-do-twarzy-75-ml-000000000000384701.html
Weleda Opuncja,"nawilżający krem do twarzy, 30 ml",(1),57.99,57.99,/weleda-nawilzajacy-krem-do-twarzy-30-ml-000000000000383405.html
Lierac Premium,"jedwabisty krem przeciwstarzeniowy do twarzy, 50 ml",(1),429.99,429.99,/lierac-jedwabisty-krem-do-twarzy-50ml-000000000000275427.html
Christian Laurent Botulin Revolution,"skoncentrowany dermo krem-serum do twarzy radyklanie ujędrniający 60+, 50 ml",,59.99,59.99,/christian-laurent-skoncentrowany-dermo-krem-serum-do-twarzy-radyklanie-ujedrniajacy-60-50-ml-51792678.html
La-Le Premium,"krem jaśminowy z ekstraktem z jedwabiu do twarzy, 50 ml",(1),63.99,79.99,/la-le-krem-jasminowy-z-ekstraktem-z-jedwabiu-do-twarzy-50-ml-000000000000420202.html
Pyunkang Yul Black Tea,"zestaw ujędrniający: tonik do twarzy, 130 ml + serum do twarzy, 45 ml + krem do twarzy, 60 ml",,409.1,409.1,/pyunkang-yul-zestaw-ujedrniajacy-tonik-do-twarzy-130-ml-serum-do-twarzy-45-ml-krem-do-twarzy-60-ml--54532285.html
Ido Lab Renew 2,"aktywny krem do twarzy na dzień 40+, 50 ml",,110.0,149.0,/ido-lab-aktywny-krem-do-twarzy-na-dzien-40-50-ml-38758754.html
Dr.Organic Bioactive Skincare Hemp Oil,"krem do twarzy z olejem z konopii, 50 ml",(1),49.59,61.99,/dr.organic-krem-do-twarzy-z-olejem-z-konopii-50-ml-000000000000370431.html
Mincer Pharma Vitamins Philosophy,"odżywczy krem do twarzy na dzień i noc, 50 ml",(5),43.99,43.99,/mincer-pharma-krem-do-twarzy-na-dzien-na-noc-50ml-000000000000298173.html
Pani Walewska Classic,"naprawczy krem do twarzy, 50 ml",,26.99,26.99,/pani-walewska-naprawczy-krem-do-twarzy-50-ml-000000000000424727.html
Altruist Moisturising Fluid,"nawilżająca emulsja do twarzy z 0,5% kwasem hialuronowym, 50 ml",,54.0,54.0,/altruist-nawilzajaca-emulsja-do-twarzy-z-05-kwasem-hialuronowym-50-ml-40013360.html
KOI Cosmetics,"krem do twarzy z bakuchiolem, 30 ml",,139.0,139.0,/koi-cosmetics-krem-do-twarzy-z-bakuchiolem-30-ml-55205343.html
Clochee Clochee by Viola Piekut,"opalizujący krem do twarzy, 50 ml",,107.99,134.99,/clochee-opalizujacy-krem-do-twarzy-50-ml-000000000000424725.html
Christian Laurent Pour La Beaute 24K,"infuzyjny krem liftingujący do twarzy wypełniający zmarszczki 45+, 50 ml",,59.99,59.99,/christian-laurent-infuzyjny-krem-liftingujacy-do-twarzy-wypelniajacy-zmarszczki-45-50-ml-51792680.html
Missha Super Aqua,"krem-balsam do twarzy, 70 ml",,184.99,184.99,/missha-krem-balsam-do-twarzy-70-ml-000000000000420853.html
Floslek Skin Care Expert,"sferyczny krem z witaminą C do twarzy, 11,5 g",(2),84.99,84.99,/floslek-sferyczny-krem-z-witamina-c-do-twarzy-115-g-000000000000410766.html
Clochee Calming,"wzmacniający krem do twarzy na noc, 50 ml",(6),119.99,149.99,/clochee-wzmacniajacy-krem-do-twarzy-na-noc-50-ml-000000000000410054.html
Christian Laurent Bakuchiol,"przeciwzmarszczkowy krem-lifting do twarzy silnie ujędrniający 40+, 50 ml",,63.98,63.98,/christian-laurent-przeciwzmarszczkowy-krem-lifting-do-twarzy-silnie-ujedrniajacy-40-50-ml-51792674.html
Slavia Cosmetics Odbudowa & Nawilżenie,"ceramidowy krem do twarzy, 50 ml",,152.1,169.0,/slavia-cosmetics-ceramidowy-krem-do-twarzy-50-ml-58314930.html
La Cabine,"intensywnie nawilżający krem do twarzy, 50 ml",,44.99,89.99,/la-cabine-intensywnie-nawilzajacy-krem-do-twarzy-50-ml-000000000000421914.html
Soraya Lavender,"krem do twarzy 70+ na dzien i noc, 50 ml",(4),18.49,18.49,/soraya-krem-do-twarzy-70-na-dzien-i-noc-50-ml-000000000000421959.html
LaQ Kicia,"masło do twarzy, 50 ml",(2),27.99,34.99,/laq-maslo-do-twarzy-50-ml-000000000000406594.html
Eveline Cosmetics Retinol&Niacynamid,"odbudowujący krem do twarzy 60+ z SPF20, 50 ml",,37.99,37.99,/eveline-cosmetics-odbudowujacy-krem-do-twarzy-60-z-spf20-50-ml-000000000000429709.html
Gamarde,"fluid nawadniający dla cery normalnej i mieszanej, 40 ml",,59.99,59.99,/gamarde-fluid-nawadniajacy-dla-cery-normalnej-i-mieszanej-40-ml-000000000000435045.html
Delia My Cream,"baza do kremu do twarzy strong, 40 ml",(7),19.99,19.99,/delia-baza-do-kremu-do-twarzy-strong-40-ml-000000000000380341.html
L'arisse 5D,"krem do twarzy 70+, 50 ml",,21.99,21.99,/larisse-krem-do-twarzy-70-50-ml-000000000000236809.html
Lumene,"odżywczy krem do cery suchej na dzień, 50 ml",,54.99,54.99,/lumene-odzywczy-krem-do-cery-suchej-na-dzien-50-ml-000000000000433496.html
Lierac Homme,"przeciwzmarszczkowa emulsja do twarzy, 50 ml",,149.99,149.99,/lierac-przeciwzmarszczkowa-emulsja-do-twarzy-50-ml-000000000000406880.html
Benecos,"nawilżający fluid do każdego rodzaju skóry z dziką różą, 50 ml",,22.99,33.65,/benecos-nawilzajacy-fluid-do-kazdego-rodzaju-skory-z-dzika-roza-50-ml-000000000000449986.html
Weleda,"ujędrniający krem do twarzy na noc, 40 ml",(2),99.99,99.99,/weleda-ujedrniajacy-krem-do-twarzy-na-noc-40-ml-000000000000447566.html
Lierac Arkeskin,"krem do twarzy na noc dla kobiet w okresie menopauzy, 50 ml",,199.99,199.99,/lierac-krem-do-twarzy-na-noc-dla-kobiet-w-okresie-menopauzy-50-ml-000000000000464409.html
Slavia Cosmetics Odbudowa & Nawilżenie,"ceramidowy krem do twarzy, 30 ml",,125.1,139.0,/slavia-cosmetics-ceramidowy-krem-do-twarzy-30-ml-58314929.html
Tołpa My Skin Changer,"odnawiający krem-maska do twarzy, 40 ml",,36.99,36.99,/tolpa-odnawiajacy-krem-maska-do-twarzy-40-ml-000000000000436789.html
Pani Walewska Classic,"odżywczy krem do twarzy, 50 ml",,26.99,26.99,/pani-walewska-odzywczy-krem-do-twarzy-50-ml-000000000000424722.html
Kiko Milano Smart Urban Shield,"krem nawilżający na dzień z filtrem SPF50+ i UVA, 50 ml",,79.0,79.0,/kiko-milano-krem-nawilzajacy-na-dzien-z-filtrem-spf50-i-uva-50-ml-57519201.html
Sensilis Origin Pro,"przeciwstarzeniowy krem do twarzy, 50 ml",(1),379.99,379.99,/sensilis-przeciwstarzeniowy-krem-do-twarzy-50-ml-000000000000447538.html
Lierac Sunissime,"ochronna emulsja do twarzy z SPF50, 40 ml",,129.99,129.99,/lierac-ochronna-emulsja-do-twarzy-z-spf50-40-ml-000000000000436908.html
Yadah Cactus,"łagodzący żel do twarzy, ciała i włosów, 250 ml",,66.9,66.9,/yadah-lagodzacy-zel-do-twarzy-ciala-i-wlosow-250-ml-48013600.html
Sensilis Hydra Essence,"nawilżający żel do twarzy, 40 ml",(10),99.99,99.99,/sensilis-nawilzajacy-zel-do-twarzy-40-ml-000000000000363658.html
Nature Queen,"krem do cery trądzikowej, 50 ml",(3),46.59,57.99,/nature-queen-krem-do-cery-tradzikowej-50-ml-000000000000408283.html
Lumene,"krem z witaminą C do twarzy, 50 ml",(1),128.99,128.99,/lumene-krem-z-witamina-c-do-twarzy-50-ml-000000000000433490.html
Tiam My Signature,"krem z filtrem SPF50 do twarzy, 50 ml",,89.9,89.9,/tiam-krem-z-filtrem-spf50-do-twarzy-50-ml-57982534.html
Lierac Lift Integral,"ujędrniający krem do twarzy na noc, 50 ml",(1),199.99,199.99,/lierac-ujedrniajacy-krem-do-twarzy-na-noc-50-ml-000000000000428489.html
Ducray Dexyane Med Palpebral,"krem do cery atopowej, 15 ml",(1),69.99,69.99,/ducray-krem-do-cery-atopowej-15-ml-000000000000406835.html
La Roche-Posay Pure Vitamin C Rich,"intensywnie nawilżająca i ujędrniająca pielęgnacja przeciwzmarszczkowa z czystą witaminą c do twarzy, 40 ml",(1),169.99,169.99,/la-roche-posay-intensywnie-nawilzajaca-i-ujedrniajaca-pielegnacja-przeciwzmarszczkowa-z-czysta-witamina-c-do-twarzy-40-ml-000000000000412090.html
Weleda Migdał,"kojący krem do twarzy, 30 ml",(3),65.99,65.99,/weleda-kojacy-krem-do-twarzy-30-ml-000000000000290876.html
Perfecta Bio Retinol,"krem do twarzy na dzień i na noc 50+, 50 ml",,31.99,31.99,/perfecta-krem-do-twarzy-na-dzien-i-na-noc-50-50-ml-000000000000377223.html
Gamarde,"fluid matująco-normalizujący do twarzy, 40 ml",,49.99,49.99,/gamarde-fluid-matujaco-normalizujacy-do-twarzy-40-ml-000000000000435043.html
Shir CBD Must,"krem do twarzy z CBD 100 mg, 50 ml",,99.0,199.0,/shir-krem-do-twarzy-z-cbd-100-mg-50-ml-44302644.html
Avène,"odżywczy krem rewitalizujący, 50 ml",,139.99,139.99,/avene-odzywczy-krem-rewitalizujacy-50-ml-000000000000371772.html
Organique,"przeciwzmarszczkowy krem na dzień, 50 ml",,90.99,129.99,/organique-przeciwzmarszczkowy-krem-na-dzien-50-ml-000000000000405280.html
Dr Irena Eris Clinic Way,"dermokrem modelujący owal twarzy na dzień 60+, 50 ml",(2),159.99,159.99,/dr-irena-eris-dermokrem-modelujacy-owal-twarzy-na-dzien-60-50-ml-000000000000367677.html
Farmona Green Menu,"odżywczy kremowy koktajl do twarzy, 75 ml",,33.99,33.99,/farmona-odzywczy-kremowy-koktajl-do-twarzy-75-ml-000000000000421450.html
Shiseido Vital Perfection,"liftingująca emulsja do twarzy z SPF30 na dzień, 75 ml",,549.99,549.99,/shiseido-liftingujaca-emulsja-do-twarzy-z-spf30-na-dzien-75-ml-49829730.html
Sukin Brightening,"rozświetlający krem do twarzy nawilżający, 60 ml",,66.49,69.99,/sukin-rozswietlajacy-krem-do-twarzy-nawilzajacy-60-ml-000000000000434082.html
Sukin Brightening,"krem do twarzy nawilżająco - odżywczy na noc, 60 ml",,66.49,69.99,/sukin-krem-do-twarzy-nawilzajaco---odzywczy-na-noc-60-ml-000000000000434081.html
Mesoboost Extra lift complex retinol Forte,"krem do twarzy z 0,5% retinolem, 50 ml",,99.99,99.99,/mesoboost-krem-do-twarzy-z-05-retinolem-50-ml-000000000000438110.html
Skinfood Propolis,"krem do twarzy, 63 ml",(1),119.99,239.99,/skinfood-krem-do-twarzy-63-ml-000000000000411205.html
Shiseido Future Solution LX,"regenerujący krem do twarzy na noc, 50 ml",,,,/shiseido-regenerujacy-krem-do-twarzy-na-noc-50-ml-49829702.html
Pyunkang Yul ATO,"balsam ceramidowy do twarzy, 30 ml",,96.9,96.9,/pyunkang-yul-balsam-ceramidowy-do-twarzy-30-ml-57582650.html
